"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>Acerca de la agrupación de productos</h3>

<p>Agregue un grupo de <b>Artículos</b> en otro <b>Artículo</b>. Esto es útil si está agrupando ciertos <b>Artículos</b> en un paquete y mantiene existencias de los <b>Artículos</b> empaquetados y no del <b>Artículo</b> agregado.</p>
<p>El <b>Artículo</b> del paquete tendrá <code>Es Artículo de Stock</code> como <b>No</b> y <code>Es Artículo de Venta</code> como <b>Sí</b>.</p>
<h4>Ejemplo:</h4>
<p>Si está vendiendo Portátiles y Mochilas por separado y tiene un precio especial si el cliente compra ambos, entonces el Portátil + Mochila será un nuevo Artículo de Paquete de Productos.</p>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Ayuda para la configuración del cambio de divisas</h3>
<p>Hay 3 variables que se pueden utilizar dentro del endpoint, clave de resultado y en valores del parámetro.</p>
<p>El tipo de cambio entre {from_currency} y {to_currency} en {transaction_date} es obtenido por la API.</p>
<p>Ejemplo: Si su endpoint es exchange.com/2021-08-01, entonces, tendrá que introducir exchange.com/{transaction_date}</p>",
"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Ejemplo de cuerpo de texto y texto de cierre</h4>

<div>Hemos observado que aún no ha pagado la factura {{sales_invoice}} correspondiente a {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. Este es un recordatorio amistoso de que la factura vencía el {{due_date}}. Le rogamos que abone inmediatamente el importe adeudado para evitar posibles gastos de reclamación.</div>

<h4>Cómo obtener nombres de campo</h4>

<p>Los nombres de campo que puede utilizar en su plantilla son los campos del documento. Puede averiguar los campos de cualquier documento a través de Configuración &gt; Personalizar vista de formulario y seleccionando el tipo de documento (por ejemplo, Factura de venta)</p>

<h4>Plantillas</h4>

<p>Las plantillas se compilan utilizando el lenguaje de plantillas Jinja. Para saber más sobre Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lea esta documentación.</a></p>",
"<h4>Contract Template Example</h4>

<pre>Contract for Customer {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Ejemplo de plantilla de contrato</h4>

<pre>Contrato para cliente {{ party_name }}

-Válido desde : {{ start_date }} 
-Válido hasta : {{ end_date }}
</pre>

<h4>Cómo obtener los nombres de campo</h4>

<p>Los nombres de campo que puede utilizar en su Plantilla de Contrato son los campos del Contrato para el que está creando la plantilla. Puede averiguar los campos de cualquier documento a través de Configuración &gt; Personalizar vista de formulario y seleccionando el tipo de documento (por ejemplo, Contrato)</p>

<h4>Creación de plantillas</h4>

<p>Las plantillas se compilan utilizando el lenguaje de plantillas Jinja. Para saber más sobre Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lea esta documentación.</a></p>",
"<h4>Standard Terms and Conditions Example</h4>

<pre>Delivery Terms for Order number {{ name }}

-Order Date : {{ transaction_date }} 
-Expected Delivery Date : {{ delivery_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Ejemplo de condiciones generales</h4>

<pre>Condiciones de entrega para el número de pedido {{ name }}

-Fecha de pedido : {{ transaction_date }} 
-Fecha de entrega prevista : {{ delivery_date }}
</pre>

<h4>Cómo obtener los nombres de campo</h4>

<p>Los nombres de campo que puede utilizar en su plantilla de correo electrónico son los campos del documento desde el que está enviando el correo electrónico. Puede averiguar los campos de cualquier documento a través de Configuración &gt; Personalizar vista de formulario y seleccionando el tipo de documento (por ejemplo, Factura de venta)</p>

<h4>Plantillas</h4>

<p>Las plantillas se compilan utilizando el lenguaje de plantillas Jinja. Para saber más sobre Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lea esta documentación.</a></p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">O</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Configuración del número de cuenta</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Cantidad en palabras</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Configuración de fecha</label>",
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p>En su <b>plantilla de correo electrónico</b>, puede utilizar las siguientes variables especiales:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: Un enlace donde su proveedor puede establecer una nueva contraseña para acceder a su portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: Un enlace a esta petición de oferta en su portal de proveedores.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: El nombre de la empresa de su proveedor.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: La persona de contacto de su proveedor.
        </li><li>
            <code>{{ user_fullname }}</code>: Su nombre completo.
        </li>
    </ul>
<p></p>
<p>Aparte de éstos, puede acceder a todos los valores de esta petición de oferta, como <code>{{ message_for_supplier }}</code> o <code>{{ terms }}</code>.</p>",
"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>Ejemplo de mensaje</h5>

&lt;p&gt; ¡Gracias por formar parte de {{ doc.company }}! Esperamos que esté disfrutando del servicio.&lt;/p&gt;

&lt;p&gt; Le adjuntamos el extracto de la factura E. El importe pendiente es de {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; No queremos que pierda tiempo dando vueltas para pagar su Factura.<br>¡Después de todo, la vida es bella y el tiempo de que dispone debe emplearlo en disfrutarla!<br>¡Así que aquí tiene nuestras pequeñas maneras de ayudarle a tener más tiempo para la vida! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; pulse aquí para pagar &lt;/a&gt;

</pre>",
"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>Ejemplo de mensaje</h5>

&lt;p&gt;Estimado {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Solicitando pago por {{ doc.doctype }}, {{ doc.name }} por {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; Haga clic aquí para pagar &lt;/a&gt;

</pre>",
"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






","<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Documento secundario</th>
         <th class=""table-sr"" style=""width: 50%;"">Documento no secundario</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> Para acceder al campo del documento principal, utilice parent.fieldname y para acceder al campo del documento de la tabla secundaria, utilice doc.fieldname </p>

         </td>
         <td>
                    <p>Para acceder al campo del documento, utilice doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Ejemplo: </b> parent.doctype == ""Entrada de stock"" y doc.item_code == ""Prueba"" </p>

        </td>
         <td>
                   <p><b>Ejemplo: </b> doc.doctype == ""Entrada de stock"" y doc.purpose == ""Fabricación""</p>    
          </td>
</tr>

</tbody>
</table>",
"A Price List is a collection of Item Prices either Selling, Buying, or both","Una lista de precios es una colección de Precios de Productos, ya sea de Venta, de Compra o ambos",
"A Product or a Service that is bought, sold or kept in stock.","Un producto o un servicio que se compra, se vende o se mantiene en stock.",
A condition for a Shipping Rule,Una condición para una regla de envío,
A customer must have primary contact email.,Un cliente debe tener un correo electrónico de contacto principal.,
A logical Warehouse against which stock entries are made.,Un Almacén lógico contra el que se crean las entradas de inventario,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Un distribuidor / proveedor / comisionista / afiliado / revendedor que vende productos de empresas a cambio de una comisión.,
A+,A +,
A-,A-,
A4,A4,
AB+,AB +,
AB-,AB-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
AMC Expiry Date,Fecha de caducidad de CMA (Contrato de Mantenimiento Anual),
API,API,
API Details,Detalles de la API,
API Endpoint,Endpoint de la API,
API Key,Clave de API,
AWB Number,Número AWB,
Abbr,Abreviatura,
Abbreviation,Abreviación,
About,Acerca de,
Academics User,Usuario Académico,
Acceptance Criteria Formula,Fórmula de Criterio de Aceptación,
Acceptance Criteria Value,Valor de los Criterios de Aceptación,
Accepted,Aceptado,
Accepted Qty,Cantidad aceptada,
Accepted Qty in Stock UOM,Cantidad Aceptada en UdM de Stock,
Accepted Quantity,Cantidad Aceptada,
Accepted Warehouse,Almacén Aceptado,
Access Key,Clave de Acceso,
Account,Cuenta,
Account Balance,Balance de la cuenta,
Account Balance (From),Saldo de cuenta (Desde),
Account Balance (To),Saldo de cuenta (Para),
Account Closing Balance,Balance de Cierre de Cuenta,
Account Currency,Divisa de cuenta,
Account Currency (From),Moneda de la Cuenta (De),
Account Currency (To),Divisa de la Cuenta (De),
Account Details,Detalles de la Cuenta,
Account Head,Encabezado de cuenta,
Account Manager,Gerente de cuentas,
Account Name,Nombre de la Cuenta,
Account Number,Número de cuenta,
Account Opening Balance,Saldo de Apertura de Cuenta,
Account Paid From,De cuenta de pago,
Account Paid To,Cuenta pagado hasta,
Account Subtype,Subtipo de cuenta,
Account Type,Tipo de cuenta,
Account for Change Amount,Cuenta para Monto de Cambio,
Accounting,Contabilidad,
Accounting Details,Detalles de Contabilidad,
Accounting Dimension,Dimensión contable,
Accounting Dimension Detail,Detalle de dimensión contable,
Accounting Dimension Filter,Filtro de dimensión contable,
Accounting Dimensions,Dimensiones contables,
Accounting Dimensions ,Dimensiones contables,
Accounting Dimensions Filter,Filtro de dimensiones contables,
Accounting Entries,Asientos contables,
Accounting Period,Período Contable,
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,Los asientos contables están congelados hasta esta fecha. Nadie puede crear o modificar entradas excepto los usuarios con el rol especificado a continuación,
Accounts,Cuentas,
Accounts Closing,Cierre de Cuentas,
Accounts Frozen Till Date,Cuentas congeladas hasta la fecha,
Accounts Manager,Gerente de Cuentas,
Accounts Payable,Cuentas por Pagar,
Accounts Payable Summary,Balance de cuentas por pagar,
Accounts Receivable,Cuentas por cobrar,
Accounts Receivable Credit Account,Cuentas por cobrar Cuenta de crédito,
Accounts Receivable Discounted Account,Cuentas por cobrar Cuenta con descuento,
Accounts Receivable Summary,Balance de cuentas por cobrar,
Accounts Receivable Unpaid Account,Cuentas por cobrar Cuenta impaga,
Accounts Receivable/Payable,Cuentas por Cobrar/Pagar,
Accounts Settings,Configuración de cuentas,
Accounts User,Usuario de Cuentas,
Accounts to Merge,Cuentas a fusionar,
Accumulated Depreciation,Depreciación acumulada,
Accumulated Depreciation Account,Cuenta de depreciación acumulada,
Accumulated Depreciation Amount,Depreciación acumulada Importe,
Acquisition Date,Fecha de Adquisición,
Action,Acción,
Action If Quality Inspection Is Not Submitted,Acción si no se envía la inspección de calidad,
Action If Quality Inspection Is Rejected,Acción si se rechaza la inspección de calidad,
Action If Same Rate is Not Maintained,Acción si no se mantiene la misma tasa,
Action if Accumulated Monthly Budget Exceeded on Actual,Acción si el Presupuesto Mensual Acumulado excedió el real,
Action if Accumulated Monthly Budget Exceeded on MR,Acción si el Presupuesto Mensual Acumulado excedió en MR,
Action if Accumulated Monthly Budget Exceeded on PO,Acción si el Presupuesto Mensual Acumuladose excedió en Orden de Compra,
Action if Annual Budget Exceeded on Actual,Acción si el Presupuesto Anual excedió el Real,
Action if Annual Budget Exceeded on MR,Acción si el Presupuesto Anual excedió en MR,
Action if Annual Budget Exceeded on PO,Acción si se excedió el Presupuesto Anual en Orden de Compra,
Action if Same Rate is Not Maintained Throughout Sales Cycle,Si no se mantiene la misma tarifa durante todo el ciclo de ventas,
Actions,Acciones,
Actions performed,Acciones realizadas,
Active,Activo,
Active Status,Estado activo,
Activities,Actividades,
Activity,Actividad,
Activity Cost,Costo de Actividad,
Activity Type,Tipo de actividad,
Actual,Real,
Actual Batch Quantity,Cantidad de lote real,
Actual Date,Fecha Real,
Actual End Date,Fecha Real de Finalización,
Actual End Date (via Timesheet),Fecha de finalización real (a través de hoja de horas),
Actual End Time,Hora final real,
Actual Operating Cost,Costo de operación real,
Actual Operation Time,Hora de operación real,
Actual Qty,Cantidad Real,
Actual Qty (at source/target),Cantidad real (en origen/destino),
Actual Qty in Warehouse,Cantidad real en Almacén,
Actual Start Date,Fecha de inicio real,
Actual Start Date (via Timesheet),Fecha de inicio real (a través de hoja de horas),
Actual Start Time,Hora de inicio real,
Actual Time,Tiempo actual,
Actual Time and Cost,Tiempo y costo reales,
Actual Time in Hours (via Timesheet),Tiempo real (en horas),
Add,Agregar,
Add Corrective Operation Cost in Finished Good Valuation,Añadir Costo de Operación Correctiva en la Valoración de Productos Terminados,
Add Local Holidays,Agregar días festivos locales,
Add Manually,Añadir manualmente,
Add Or Deduct,Añadir o deducir,
Add Quote,Añadir Cita,
Add Serial / Batch Bundle,Añadir Nro. Serie/Lote,
Add Serial / Batch No,Añadir Nro Serie/Lote,
Add Serial / Batch No (Rejected Qty),Añadir Nro Serie/Lote (Cant Rechazada),
Add Template,Añadir plantilla,
Add Weekly Holidays,Añadir Vacaciones Semanales,
Add or Deduct,Agregar o deducir,
Add to Holidays,Agregar a Vacaciones,
Add to Transit,Agregar al tránsito,
Added By,Añadido por,
Added On,Añadido el,
Additional Asset Cost,Costo Adicional del Activo,
Additional Cost,Costo adicional,
Additional Cost Per Qty,Costo adicional por cantidad,
Additional Costs,Costes adicionales,
Additional Data,Datos Adicionales,
Additional Details,Detalles adicionales,
Additional Discount,Descuento adicional,
Additional Discount Amount,Cantidad de descuento adicional,
Additional Discount Amount (Company Currency),Monto adicional de descuento (Divisa por defecto),
Additional Discount Percentage,Porcentaje de descuento adicional,
Additional Info,Información Adicional,
Additional Information,Información Adicional,
Additional Notes,Notas adicionales,
Additional Operating Cost,Costos adicionales de operación,
Additional information regarding the customer.,Información adicional referente al cliente.,
Address,Dirección,
Address & Contact,Dirección y Contacto,
Address & Contacts,Dirección y Contactos,
Address Desc,Dirección,
Address HTML,Dirección HTML,
Address Line 1,Dirección línea 1,
Address Line 2,Dirección línea 2,
Address Name,Nombre de la dirección,
Address and Contact,Dirección y contacto,
Address and Contacts,Dirección y contactos,
Address used to determine Tax Category in transactions,Dirección utilizada para determinar la categoría fiscal en las transacciones,
Administrator,Administrador,
Advance Account,Cuenta anticipada,
Advance Amount,Importe Anticipado,
Advance Paid,Pago Anticipado,
Advance Payment Date,Fecha de pago anticipado,
Advance Payment Ledger Entry,Asiento contable de pago anticipado,
Advance Payments,Pagos adelantados,
Advance Tax,Impuesto anticipado,
Advance Taxes and Charges,Impuestos y Cargos anticipados,
Advance amount,Importe Anticipado,
Advance payments allocated against orders will only be fetched,Los pagos anticipados asignados a pedidos solo se recuperarán.,
Advanced Settings,Ajustes Avanzados,
Advances,Anticipos,
Affected Transactions,Transacciones Afectadas,
Against,Contra,
Against Account,Contra la cuenta,
Against Blanket Order,Contra la orden general,
Against Delivery Note Item,Contra el artículo de la nota de entrega,
Against Docname,Contra Docname,
Against Doctype,Contra 'DocType',
Against Document Detail No,Contra documento No.,
Against Document No,Contra el Documento No,
Against Expense Account,Contra la Cuenta de Gastos,
Against Income Account,Contra cuenta de ingresos,
Against Sales Invoice,Contra la factura de venta,
Against Sales Invoice Item,Contra la factura de venta del producto,
Against Sales Order,Contra la orden de venta,
Against Sales Order Item,Contra la orden de venta del producto,
Against Stock Entry,Contra entrada de stock,
Against Voucher,Contra comprobante,
Against Voucher No,Contra el Número de Comprobante,
Against Voucher Type,Tipo de comprobante,
Ageing Based On,Antigüedad basada en,
Agenda,Agenda,
Agent Busy Message,Mensaje de agente ocupado,
Agent Details,Detalles del agente,
Agent Group,Grupo de agentes,
Agent Unavailable Message,Mensaje de agente no disponible,
Agents,Agentes,
Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,Agregue un grupo de Artículos en otro Artículo. Esto es útil si está manteniendo el stock de los artículos empaquetados y no del artículo agrupado,
Agriculture Manager,Gerente de Agricultura,
Agriculture User,Usuario de Agricultura,
Algorithm,Algoritmo,
All,Todos,
All Activities,Todas las Actividades,
All Activities HTML,Todas las actividades HTML,
All Contact,Todos los Contactos,
All Customer Contact,Todos Contactos de Clientes,
All Employee (Active),Todos los Empleados (Activos),
All Lead (Open),Todas las Oportunidades (Abiertas),
All Sales Partner Contact,Listado de todos los socios de ventas,
All Sales Person,Todos los vendedores,
All Sales Transactions can be tagged against multiple Sales Persons so that you can set and monitor targets.,Todas las transacciones de ventas se pueden etiquetar contra varias personas de ventas para que pueda establecer y supervisar los objetivos.,
All Supplier Contact,Todos Contactos de Proveedores,
All allocations have been successfully reconciled,Todas las asignaciones se han reconciliado con éxito.,
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,Todos los comentarios y correos electrónicos se copiarán de un documento a otro recién creado (Cliente potencial -> Oportunidad -> Oferta) en todos los documentos del CRM.,
Allocate Advances Automatically (FIFO),Asignar adelantos automáticamente (FIFO),
Allocate Payment Based On Payment Terms,Asignar el pago según las condiciones de pago,
Allocated,Numerado,
Allocated Amount,Monto asignado,
Allocated Entries,Entradas Asignadas,
Allocated amount,Monto asignado,
Allocation,Asignación,
Allocations,Asignaciones,
Allow,Permitir,
Allow Account Creation Against Child Company,Permitir creación de cuenta contra empresa infantil,
Allow Alternative Item,Permitir Elemento Alternativo,
Allow Continuous Material Consumption,Permitir el consumo continuo de material,
Allow Excess Material Transfer,Permitir la transferencia de material sobrante,
Allow In Returns,Permitir devoluciones,
Allow Internal Transfers at Arm's Length Price,Permitir Transferencias Internas a Precio de Mercado,
Allow Item To Be Added Multiple Times in a Transaction,Permitir que el artículo se agregue varias veces en una transacción,
Allow Item to be Added Multiple Times in a Transaction,Permitir que un artículo se añada varias veces en una transacción,
Allow Lead Duplication based on Emails,Permitir la duplicación de clientes potenciales basada en correos electrónicos,
Allow Material Transfer from Delivery Note to Sales Invoice,Permitir transferencia de material de la nota de entrega a la factura de venta,
Allow Material Transfer from Purchase Receipt to Purchase Invoice,Permitir la transferencia de material desde el recibo de compra a la factura de compra,
Allow Multiple Sales Orders Against a Customer's Purchase Order,Permitir múltiples órdenes de venta contra la orden de compra de un cliente,
Allow Negative Stock,Permitir Inventario Negativo,
Allow Negative rates for Items,Permitir tarifas negativas para Productos,
Allow Or Restrict Dimension,Permitir o Restringir dimensión,
Allow Overtime,Permitir horas extraordinarias,
Allow Partial Reservation,Permitir reserva parcial,
Allow Production on Holidays,Permitir producción en días festivos,
Allow Purchase,Permitir Compra,
Allow Purchase Invoice Creation Without Purchase Order,Permitir la creación de facturas de compra sin orden de compra,
Allow Purchase Invoice Creation Without Purchase Receipt,Permitir la creación de facturas de compra sin recibo de compra,
Allow Rename Attribute Value,Permitir Cambiar el Nombre del Valor del Atributo,
Allow Resetting Service Level Agreement,Permitir restablecer el acuerdo de nivel de servicio,
Allow Sales,Permitir Ventas,
Allow Sales Invoice Creation Without Delivery Note,Permitir la creación de facturas de venta sin nota de entrega,
Allow Sales Invoice Creation Without Sales Order,Permitir la creación de facturas de venta sin orden de venta,
Allow Sales Order Creation For Expired Quotation,Permitir la creación de Órdenes de Venta para Cotizaciones vencidas,
Allow Stale Exchange Rates,Permitir Tipos de Cambio Obsoletos,
Allow User to Edit Discount,Permitir al usuario editar el descuento,
Allow User to Edit Price List Rate in Transactions,Permitir al usuario editar la tarifa de lista de precios en las transacciones,
Allow User to Edit Rate,Permitir al usuario editar la tarifa,
Allow Zero Rate,Permitir Tarifa Cero,
Allow Zero Valuation Rate,Permitir tasa de valoración cero,
Allow existing Serial No to be Manufactured/Received again,Permitir que los números de serie existentes se fabriquen/reciban de nuevo,
Allow material consumptions without immediately manufacturing finished goods against a Work Order,Permitir consumos de material sin fabricar inmediatamente productos acabados contra una Orden de Trabajo,
Allow multi-currency invoices against single party account ,Permitir facturas en múltiples monedas contra una cuenta de una sola parte.,
Allow to Edit Stock UOM Qty for Purchase Documents,Permitir editar la cantidad de UdM de stock para documentos de compras,
Allow to Edit Stock UOM Qty for Sales Documents,Permitir editar la cantidad de UdM de stock para documentos de ventas,
Allow transferring raw materials even after the Required Quantity is fulfilled,Permitir la transferencia de materias primas incluso después de cumplir la cantidad requerida,
Allowed,Permitido,
Allowed Dimension,Dimensión permitida,
